custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded
32,technician,single,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no
34,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,3,no
34,technician,married,,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no
58,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,yes
31,technician,divorced,,no,unknown,unknown,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
,services,single,high.school,no,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no
30,admin.,married,university.degree,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,999,0,yes
,admin.,single,,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no
37,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
,blue-collar,single,basic.4y,no,yes,no,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,999,1,no
38,services,divorced,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no
37,services,divorced,high.school,unknown,yes,yes,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,2,no
30,services,single,high.school,no,no,no,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no
,management,married,university.degree,no,yes,no,telephone,nov,tue,4,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no
37,management,married,,unknown,no,no,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,no
,technician,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,no
,technician,single,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no
33,blue-collar,married,,no,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no
,housemaid,married,basic.4y,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,no
70,retired,married,,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,999,0,no
55,retired,married,basic.4y,unknown,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
64,admin.,married,university.degree,no,no,yes,telephone,apr,thu,3,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0.066666667,4,yes
21,student,single,high.school,no,no,no,cellular,aug,,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,999,1,no
58,services,divorced,high.school,unknown,yes,no,cellular,may,tue,4,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1,999,0,no
38,management,single,university.degree,no,no,no,telephone,jul,wed,8,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no
,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,0.1,1,no
,services,married,,no,yes,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,93.369,-34.8,0.65,5008.7,999,0,yes
,admin.,married,high.school,no,no,no,cellular,dec,,2,999,0,nonexistent,-3,92.713,-33,0.718,5023.5,999,0,no
31,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
32,technician,married,,no,yes,no,cellular,sep,wed,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,0.2,2,yes
53,unknown,married,unknown,no,no,no,telephone,jun,,18,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no
31,blue-collar,divorced,high.school,no,no,yes,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,no
29,technician,single,high.school,no,yes,no,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no
,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,yes
,management,married,,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no
54,management,married,,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,yes
,technician,single,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no
,technician,single,high.school,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no
,management,married,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no
38,admin.,single,university.degree,no,no,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,no
34,admin.,married,high.school,no,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no
36,blue-collar,married,,no,yes,yes,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,999,2,no
31,self-employed,single,,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no
,admin.,married,university.degree,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,no
55,admin.,divorced,unknown,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no
57,retired,married,unknown,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
59,retired,married,basic.4y,unknown,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no
56,technician,single,professional.course,no,yes,no,cellular,may,mon,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999,1,no
46,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,no
40,technician,single,university.degree,no,no,no,cellular,nov,,3,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,999,0,no
27,services,single,high.school,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no
38,blue-collar,married,,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no
32,admin.,married,university.degree,no,yes,no,cellular,jul,thu,17,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,no
56,services,married,high.school,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
,retired,married,basic.4y,no,no,yes,cellular,apr,wed,5,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,999,3,yes
42,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,no
,retired,single,,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no
53,management,married,,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no
,technician,married,,unknown,yes,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no
57,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no
,blue-collar,married,,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,no
30,admin.,single,,no,yes,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no
41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no
,self-employed,divorced,university.degree,no,unknown,unknown,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no
34,blue-collar,single,basic.4y,unknown,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,3,no
,services,divorced,,no,no,no,telephone,jun,,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,999,0,no
58,retired,married,basic.4y,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no
33,blue-collar,single,basic.4y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no
51,services,married,basic.6y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,yes
47,housemaid,married,basic.4y,unknown,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
39,management,single,basic.9y,no,yes,no,cellular,nov,,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no
41,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no
,services,divorced,,unknown,unknown,unknown,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no
,blue-collar,divorced,,no,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no
44,technician,married,professional.course,no,no,no,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no
58,unemployed,divorced,,no,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
33,blue-collar,married,basic.6y,no,yes,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,yes
,unemployed,married,,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no
39,housemaid,married,,no,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no
56,services,divorced,,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,no
46,admin.,divorced,high.school,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no
44,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,yes
48,blue-collar,married,professional.course,no,yes,no,cellular,jul,thu,16,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no
,management,married,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,999,0,no
51,technician,married,,no,yes,no,cellular,apr,thu,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,0,2,yes
,admin.,married,basic.9y,unknown,yes,no,cellular,may,mon,6,6,2,success,-1.8,92.893,-46.2,1.299,5099.1,0.2,2,no
,technician,divorced,professional.course,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999,0,no
,services,married,,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
61,retired,married,,no,yes,no,cellular,sep,wed,1,3,1,success,-3.4,92.379,-29.8,0.753,5017.5,0.1,3,yes
37,technician,married,professional.course,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no
36,technician,single,professional.course,no,unknown,unknown,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no
39,entrepreneur,married,high.school,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no
,admin.,divorced,high.school,no,no,no,telephone,jun,,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no
31,admin.,single,,no,yes,no,cellular,may,,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,no
40,technician,married,professional.course,no,no,no,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no
29,admin.,single,high.school,no,yes,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,0.2,3,yes
46,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no
32,entrepreneur,single,,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
33,admin.,divorced,high.school,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
38,admin.,married,,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no
59,retired,married,basic.4y,no,no,no,telephone,jul,thu,27,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no
25,services,single,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,999,0,no
57,technician,married,,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
49,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
45,housemaid,married,basic.4y,no,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no
32,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no
33,admin.,single,high.school,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no
36,management,single,,no,yes,no,cellular,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no
29,admin.,single,basic.9y,no,yes,no,cellular,may,mon,4,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,3,no
36,admin.,married,,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
32,services,married,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no
,services,married,,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,no
36,blue-collar,married,,unknown,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no
40,technician,married,,no,yes,no,cellular,may,,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no
59,admin.,married,university.degree,no,yes,no,cellular,aug,,3,999,0,nonexistent,-1.7,94.027,-38.3,0.903,4991.6,999,0,no
42,technician,married,,unknown,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
26,services,single,basic.9y,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no
35,blue-collar,married,,no,yes,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no
74,retired,married,high.school,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,999,0,no
,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
34,services,single,high.school,no,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no
54,management,married,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no
51,entrepreneur,married,basic.6y,unknown,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
35,admin.,single,,no,no,no,cellular,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no
29,admin.,married,high.school,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no
41,admin.,single,high.school,no,no,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no
,services,married,basic.9y,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,no
,admin.,single,,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,no
26,admin.,married,high.school,no,yes,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,999,0,yes
42,technician,married,university.degree,no,no,yes,cellular,jul,wed,2,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,999,0,no
,admin.,married,high.school,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no
31,technician,single,university.degree,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,2,yes
31,blue-collar,single,,unknown,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no
30,blue-collar,married,high.school,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
38,admin.,married,,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no
52,unemployed,married,high.school,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no
,services,single,basic.6y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no
29,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,4,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,1,no
34,entrepreneur,married,basic.4y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no
46,admin.,married,professional.course,no,yes,no,cellular,apr,,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,999,0,no
50,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,2,no
,admin.,married,high.school,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,no
45,admin.,married,high.school,no,yes,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,yes
,technician,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no
37,admin.,married,university.degree,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999,0,no
45,unknown,married,unknown,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no
54,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
37,admin.,married,university.degree,no,no,no,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no
36,services,married,high.school,unknown,yes,yes,cellular,may,,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,no
,admin.,single,high.school,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no
36,blue-collar,married,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,yes
,technician,married,university.degree,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no
49,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no
61,unknown,single,basic.4y,no,yes,no,cellular,may,tue,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,0.1,3,no
,admin.,married,,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no
18,student,single,unknown,no,yes,no,cellular,nov,tue,2,999,3,failure,-1.1,94.767,-50.8,1.049,4963.6,999,3,no
42,admin.,married,university.degree,no,yes,no,cellular,aug,wed,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no
25,admin.,single,,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no
32,management,single,professional.course,no,yes,no,cellular,nov,wed,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no
32,blue-collar,married,,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no
,blue-collar,married,,unknown,yes,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no
,technician,single,university.degree,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no
35,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no
,retired,married,university.degree,no,no,no,cellular,jul,mon,2,12,1,success,-1.7,94.215,-40.3,0.889,4991.6,0.4,0,yes
35,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,9,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no
,student,single,,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,999,0,no
36,blue-collar,single,,unknown,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no
30,student,single,high.school,no,yes,no,cellular,oct,tue,1,17,2,failure,-1.1,94.601,-49.5,1.037,4963.6,0.566666667,2,no
57,retired,married,,no,yes,no,cellular,may,thu,1,6,2,success,-1.8,92.893,-46.2,1.327,5099.1,0.2,4,no
28,services,married,,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
41,admin.,divorced,high.school,no,unknown,unknown,cellular,aug,,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,999,0,yes
36,management,single,,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no
71,retired,married,,no,yes,yes,telephone,apr,mon,12,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,999,0,no
25,blue-collar,single,professional.course,no,yes,no,cellular,jun,tue,2,3,1,success,-2.9,92.963,-40.8,1.262,5076.2,0.1,5,yes
56,management,divorced,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no
37,entrepreneur,married,,unknown,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,2,no
45,technician,married,,no,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no
,retired,married,,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,999,0,yes
45,management,married,,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no
,blue-collar,single,unknown,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no
30,admin.,married,high.school,unknown,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no
24,services,single,,no,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
,technician,married,high.school,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,no
30,technician,single,professional.course,no,no,no,telephone,jun,,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no
40,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no
80,retired,married,professional.course,no,yes,no,cellular,oct,thu,1,999,1,failure,-1.1,94.601,-49.5,1.025,4963.6,999,0,yes
34,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,4,no
28,admin.,single,high.school,no,yes,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,999,0,yes
30,services,single,high.school,no,no,no,cellular,may,,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no
,admin.,married,high.school,no,yes,yes,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,999,0,no
34,housemaid,married,,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
36,admin.,single,,no,no,no,cellular,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no
46,retired,married,university.degree,no,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no
24,technician,single,unknown,no,no,no,cellular,jul,,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no
39,management,single,university.degree,no,yes,no,cellular,apr,,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no
,admin.,married,,no,yes,no,telephone,aug,mon,1,999,0,nonexistent,-1.7,94.027,-38.3,0.888,4991.6,999,0,no
48,management,married,university.degree,no,yes,no,cellular,nov,mon,1,4,1,success,-0.1,93.2,-42,4.191,5195.8,0.133333333,1,no
39,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no
35,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no
31,technician,single,high.school,no,no,yes,telephone,may,tue,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no
40,technician,single,,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no
,admin.,single,unknown,no,no,no,telephone,may,mon,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no
45,admin.,married,,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no
